Sales,Profit,Quantity
-0.39454117892209967,-0.1422106826483872,-0.36690187866846563
2.094831166720135,1.1752725655018705,0.5176948224042444
0.20485484915884078,-0.17323462098787523,-0.36690187866846563
-0.3936646460733038,-0.15806736224412554,0.5176948224042444
-0.3079930876344715,-0.15852697614545128,0.07539647186788939
-0.3699601490319543,-0.332088675633587,2.729186575086019
-0.3247615421331753,-0.08309284459036283,0.07539647186788939
-0.2244175860079772,0.014977271605018707,0.5176948224042444
-0.08579201046471545,-2.0377158634534394,0.5176948224042444
-0.39469361941754244,-0.1424404895990501,-0.8092002292048206
-0.3948079497891245,-0.16254859778205158,-0.8092002292048206
-0.3552115310978671,-0.08527601062166014,0.9599931729405994
-0.32253209988732495,-0.11359971729085937,-1.2514985797411755
0.20294934296580627,-0.29147029710392397,-0.36690187866846563
-0.36214757364051275,-0.1266987134786432,0.07539647186788939
0.12228926581465481,-0.17616465960882685,-0.8092002292048206
-0.40805121783071446,-0.16249114604438586,0.5176948224042444
-0.27182658009067623,-0.03925716875141958,-0.8092002292048206
-0.4062981521331227,-0.17105145495657792,-0.36690187866846563
-0.27361775591212867,-0.02914566292225311,-0.36690187866846563
-0.3663396872651887,-0.10337330798636148,0.07539647186788939
-0.3987142374848453,-0.16111230434040863,-0.8092002292048206
-0.40384004914410815,-0.16404234296136025,-0.8092002292048206
-0.18468778188320736,-0.33536342468053293,-0.8092002292048206
0.025680101827804315,0.30051240780363986,-0.36690187866846563
-0.27540893173358116,-0.06396141594767857,-0.8092002292048206
0.023107668467207715,-0.16840867502395487,-0.8092002292048206
-0.3908826070314734,-0.15439045103351953,0.5176948224042444
-0.4068888590529634,-0.1600781730624257,-0.8092002292048206
-0.39454117892209967,-0.1422106826483872,-0.36690187866846563
-0.3688930655638549,-0.132041725081555,0.07539647186788939
-0.38817678823736435,-0.15163276762556505,-0.36690187866846563
0.44031824943211717,0.09994839161261643,-0.8092002292048206
0.7619295846924845,-0.3307672856672754,-0.36690187866846563
-0.3387670126519791,-0.16432960164968885,-1.2514985797411755
-0.39739943821165147,-0.16904064413827777,-0.36690187866846563
0.031339455221116856,-0.1678916093849634,-0.36690187866846563
-0.22645647763452414,-0.002545508383025432,-0.8092002292048206
-0.3922355164285279,-0.14123400310807,0.5176948224042444
-0.0411460003619165,-1.7631925733828903e-05,0.5176948224042444
0.4005503351834866,-0.07033855882857332,0.9599931729405994
0.48605039806494577,0.11546036078236045,-0.8092002292048206
0.7810989769944117,-0.2872188685166608,-0.36690187866846563
-0.2731032692400093,-0.14203832743539005,0.07539647186788939
-0.4163782798942754,-0.18392064419369888,-0.36690187866846563
-0.4114620739162463,-0.16852357849928631,-0.8092002292048206
-0.4251436083822342,-0.1886316866822878,-1.2514985797411755
-0.3685310193871784,-0.131639562917895,0.07539647186788939
-0.2772763278027549,-0.1771987908868098,-1.2514985797411755
-0.2738083065314321,-0.15778010355579694,3.613783276158729
-0.3908826070314734,-0.16266350125738302,-0.8092002292048206
-0.3133475600368985,-0.0799329990187483,-0.8092002292048206
1.8518410169843724,0.20916414491514737,2.729186575086019
-0.22007303188785848,-0.11291029643887075,-0.8092002292048206
2.0074065425837118,2.194121681265723,0.07539647186788939
3.1053973211340655,1.7237068532588196,1.4022915234769544
-0.28990983386257385,-0.06229531555537273,-0.36690187866846563
0.1674116524657124,-0.3989624982764834,-0.36690187866846563
0.19799502686391646,0.2976972726580197,-0.8092002292048206
0.7207706509229387,0.02135441448591346,0.9599931729405994
-0.35444932862065326,-0.1121059721115507,-0.8092002292048206
-0.41908409868838437,-0.1848973237340161,-0.8092002292048206
-0.4032302871623371,-0.17444110747885533,-0.8092002292048206
-0.34492179765548064,-0.10434998752667868,0.07539647186788939
-0.3831081417638925,-0.1388210301261098,0.9599931729405994
-0.30524915871650177,-0.14628975602265323,-0.36690187866846563
-0.4251817185060948,-0.19098720792658225,-0.8092002292048206
-0.37834437628130624,-0.14163616527173004,0.07539647186788939
-0.3767437510791572,-0.1792670534427757,-0.8092002292048206
-0.3958559781952935,-0.14410658999135592,0.5176948224042444
0.14460274333508907,-0.06551261286465296,-0.36690187866846563
-0.401401001217024,-1.7631925733828903e-05,-0.36690187866846563
-0.3469797443439579,-0.06827029627260746,-0.36690187866846563
-0.039678760593279946,-0.2653297564660221,-0.8092002292048206
0.8519075871275749,1.2553602878078822,-0.8092002292048206
-0.3306305012077217,-0.11061222693224203,-0.8092002292048206
-0.3751812360008689,-0.11078458214523916,-0.8092002292048206
-0.3990191184757308,-0.1639274394860288,0.07539647186788939
-0.41031877020042556,-0.16375508427303168,-0.8092002292048206
-0.31285212842670956,-0.06694890630629592,-0.36690187866846563
-0.12674133855302744,0.1350514033263705,-0.8092002292048206
-0.3955701522663383,-0.14370442782769588,0.9599931729405994
-0.41790268484870297,-0.18294396465338164,-0.8092002292048206
0.8137593531430235,0.44247565157563035,-0.36690187866846563
-0.36698755937082045,-0.18415045114436174,-0.8092002292048206
-0.2563538698032359,-0.10601608791898452,-0.8092002292048206
-0.3684929092633177,-0.12164296056405997,1.4022915234769544
-0.39454117892209967,-0.1422106826483872,-0.36690187866846563
-0.3258667357251354,-0.04281917648669414,-1.2514985797411755
-0.29638855491889127,-0.08981469789725191,-0.36690187866846563
-0.306640178237417,-0.059250373459089636,-0.8092002292048206
0.14001047340987594,0.5624923315593164,-0.36690187866846563
-0.427068169637199,-0.191044659664248,-0.8092002292048206
-0.39536054658510456,-0.15622890663882252,-0.36690187866846563
-0.33670906596350186,-0.26377855954904766,1.844589874013309
