Sales,Profit,Quantity,Cluster
2387.0,4153.0,8.0,1
2864.0,3139.0,12.0,1
4519.0,2845.0,13.0,1
2419.0000000000005,5975.0,13.0,1
7344.0,3051.0,13.0,1
2075.0,5775.0,10.0,1
11753.0,5008.0,10.0,1
8654.0,2324.0,11.0,1
8888.0,2647.0,14.0,1
8415.0,4785.0,13.0,1
954.0,2053.0,11.0,1
3160.0,5306.0,14.0,1
10134.0,4510.0,11.0,1
11265.0,3286.0,12.0,1
3182.0,815.0,10.0,1
1423.0,2477.0,14.0,1
5310.0,3979.0,11.0,1
6262.0,4017.0,12.0,1
9848.0,5704.0,14.0,1
7168.0,4965.0,10.0,1
1820.0,1628.0,11.0,1
7046.0,2458.0,12.0,1
2301.9999999999995,5787.0,13.0,1
5868.0,5968.0,12.0,1
10580.0,4636.0,14.0,1
779.0,4994.0,11.0,1
9911.0,5286.0,9.0,1
3146.0,3643.0,12.0,1
3946.0,5209.0,14.0,1
1522.0,2473.0,12.0,1
7642.0,2226.0,14.0,1
4046.0,4877.0,13.0,1
4514.0,3638.0,11.0,1
2908.0,5918.0,13.0,1
3241.0,4038.0,13.0,1
8016.0,5360.999999999999,11.0,1
8593.0,3065.0,14.0,1
3661.0,2939.0,11.0,1
2667.0,4526.0,10.0,1
10051.0,5764.0,13.0,1
11625.0,4568.0,11.0,1
2261.9999999999995,4800.0,12.0,1
11325.0,4079.0,14.0,1
2569.0,1788.0,11.0,1
4658.0,4640.0,14.0,1
11631.0,3330.0,9.0,1
11671.0,5722.0,13.0,1
11123.0,5778.0,9.0,1
1000.0,5553.0,12.0,1
4250.0,4888.0,12.0,1
2317.0000000000005,5037.0,11.0,1
1612.0,3258.0,12.0,1
3645.0,2271.0,12.0,1
1025.0,5718.0,13.0,1
5396.0,5377.0,11.0,1
4385.0,5206.0,9.0,1
10544.0,5694.0,9.0,1
2709.0,4184.0,13.0,1
4923.0,4753.0,9.0,1
782.0,3241.0,10.0,1
8090.0,5172.0,11.0,1
251.0,4672.0,10.0,1
308.0,2893.0,11.0,1
4065.0,1988.0,12.0,1
10199.0,3136.0,12.0,1
4631.0,4862.0,11.0,1
2082.0,2944.0,11.0,1
1067.0,2364.0,14.0,1
3353.0,3593.0,12.0,1
8897.0,5567.0,13.0,1
8417.0,5342.999999999999,10.0,1
7272.0,3905.0,10.0,1
2421.0,5375.999999999999,12.0,1
9905.0,5832.0,12.0,1
7515.0,5947.0,9.0,1
4821.0,5754.0,13.0,1
1488.0,4912.999999999999,12.0,1
1897.0,4197.0,11.0,1
156.0,3344.0,11.0,1
6887.0,3793.0,13.0,1
6241.0,5092.0,11.0,1
10074.0,4963.999999999999,10.0,1
2308.9999999999995,3719.0,13.0,1
8059.0,1961.0,12.0,1
3633.0,5925.0,12.0,1
801.0,3005.0,13.0,1
832.0,5141.999999999999,14.0,1
3688.0,1909.0,12.0,1
4081.0,2425.0,13.0,1
8162.0,3721.0,11.0,1
7357.0,2706.0,13.0,1
1350.0,3906.0,13.0,1
6683.0,2917.0,13.0,1
7166.0,3906.0,9.0,1
1252.0,4982.0,13.0,1
9833.0,5854.0,12.0,1
8968.0,5570.0,12.0,1
2692.0,5823.0,14.0,1
7975.0,2566.0,12.0,1
4893.0,4869.0,12.0,1
3261.0,1811.0,11.0,1
6901.0,3534.0,12.0,1
2002.0,3753.0,14.0,1
7538.0,4912.0,13.0,1
4816.0,5379.0,10.0,1
3689.0,1248.0,9.0,1
6964.0,5581.0,14.0,1
5728.0,3033.0,12.0,1
1957.0000000000007,5052.0,13.0,1
3543.0,2779.0,10.0,1
4449.0,1789.0,12.0,1
3318.0,3128.0,12.0,1
4676.0,5522.0,9.0,1
550.0,3286.0,14.0,1
9279.0,3827.0,11.0,1
8592.0,3127.0,14.0,1
1746.0,2054.0,12.0,1
11789.0,4584.0,14.0,1
288.0,3788.0,12.0,1
2379.0000000000005,1931.0,12.0,1
6265.0,3676.0,12.0,1
6672.0,2926.0,13.0,1
4932.0,2453.0,14.0,1
2531.0,2489.0,14.0,1
9970.0,4766.0,14.0,1
858.0,4509.0,12.0,1
2189.0,4520.0,10.0,1
1720.0,5167.0,11.0,1
7079.0,5075.999999999999,10.0,1
10921.0,5581.0,11.0,1
7503.0,5228.0,10.0,1
10937.0,3936.0,13.0,1
9666.0,4531.0,14.0,1
927.0,5172.0,11.0,1
2338.0000000000005,3002.0,9.0,1
712.0,3493.0,10.0,1
8008.0,4382.0,10.0,1
284.0,4197.0,10.0,1
2231.0,3506.0,12.0,1
2261.0,4255.0,8.0,1
4059.0,3497.0,11.0,1
11150.0,5286.0,13.0,1
4498.0,3450.0,13.0,1
5527.0,4238.0,14.0,1
3476.0,3371.0,14.0,1
2627.0,4671.0,9.0,1
3282.0,3974.0,12.0,1
3724.0,2699.0,12.0,1
2256.0000000000005,3327.0,9.0,1
444.0,5280.0,13.0,1
2463.0,4770.0,10.0,1
415.0,4617.999999999999,14.0,1
6131.0,4986.999999999999,10.0,1
7288.0,4594.999999999999,11.0,1
7265.0,2152.0,11.0,1
2184.0,5230.0,14.0,1
7408.0,4728.0,11.0,1
3231.0,3097.0,9.0,1
2127.0000000000005,4327.0,9.0,1
1584.0,3063.0,11.0,1
487.0,4365.999999999999,10.0,1
11528.0,5536.0,12.0,1
11902.0,4826.0,12.0,1
2022.9999999999993,2628.0,10.0,1
9136.0,4521.0,12.0,1
10632.0,4187.999999999999,9.0,1
1875.0,1748.0,9.0,1
4917.0,2668.0,11.0,1
1758.0,3666.0,11.0,1
5489.0,2433.0,14.0,1
11589.0,4560.0,10.0,1
3844.0,1820.0,8.0,1
11397.0,3231.0,9.0,1
9072.0,5848.0,10.0,1
5978.0,5392.0,11.0,1
3637.0,5586.0,10.0,1
7644.0,5380.0,12.0,1
8554.0,4149.999999999999,9.0,1
11110.0,2695.0,9.0,1
